,RollType,strength,dexterity,constituion,intellegence,wisdom,charisma,str mod,dex mod,con mod,int mod,wis mod,char mod
430,3D6,11,13,7,14,11,10,0,1,-2,2,0,0
431,3D6,7,11,12,12,12,16,-2,0,1,1,1,3
432,3D6,15,12,6,10,11,7,2,1,-2,0,0,-2
433,3D6,10,15,6,11,10,14,0,2,-2,0,0,2
434,3D6,12,12,10,12,3,7,1,1,0,1,-4,-2
435,3D6,16,5,16,15,15,8,3,-3,3,2,2,-1
436,3D6,7,6,14,14,7,14,-2,-2,2,2,-2,2
437,3D6,12,10,12,14,17,8,1,0,1,2,3,-1
438,3D6,14,10,7,15,9,13,2,0,-2,2,-1,1
439,3D6,11,9,5,10,15,14,0,-1,-3,0,2,2
440,3D6,11,9,18,12,13,12,0,-1,4,1,1,1
441,3D6,6,14,5,12,14,7,-2,2,-3,1,2,-2
442,3D6,8,10,11,15,8,7,-1,0,0,2,-1,-2
443,3D6,8,15,6,13,11,10,-1,2,-2,1,0,0
444,3D6,8,11,9,8,11,10,-1,0,-1,-1,0,0
445,3D6,11,13,9,9,10,11,0,1,-1,-1,0,0
446,3D6,9,12,10,14,12,16,-1,1,0,2,1,3
447,3D6,11,18,12,8,6,12,0,4,1,-1,-2,1
448,3D6,8,14,6,11,15,7,-1,2,-2,0,2,-2
449,3D6,9,11,17,10,7,17,-1,0,3,0,-2,3
450,3D6,11,11,5,12,8,7,0,0,-3,1,-1,-2
451,3D6,11,8,11,14,16,13,0,-1,0,2,3,1
452,3D6,8,7,11,10,13,12,-1,-2,0,0,1,1
453,3D6,14,4,12,7,15,15,2,-3,1,-2,2,2
454,3D6,6,6,7,10,14,10,-2,-2,-2,0,2,0
455,3D6,9,9,10,11,13,11,-1,-1,0,0,1,0
456,3D6,10,9,6,8,9,10,0,-1,-2,-1,-1,0
457,3D6,11,11,13,11,9,11,0,0,1,0,-1,0
458,3D6,10,6,10,11,16,9,0,-2,0,0,3,-1
459,3D6,10,9,13,13,12,10,0,-1,1,1,1,0
460,3D6,10,11,9,15,13,16,0,0,-1,2,1,3
461,3D6,13,9,8,10,11,8,1,-1,-1,0,0,-1
462,3D6,6,8,8,17,12,7,-2,-1,-1,3,1,-2
463,3D6,8,10,15,15,12,15,-1,0,2,2,1,2
464,3D6,8,15,10,15,11,15,-1,2,0,2,0,2
465,3D6,10,10,12,9,13,7,0,0,1,-1,1,-2
466,3D6,17,13,17,7,14,7,3,1,3,-2,2,-2
467,3D6,10,8,12,8,7,8,0,-1,1,-1,-2,-1
468,3D6,16,8,10,6,10,11,3,-1,0,-2,0,0
469,3D6,10,16,10,11,7,17,0,3,0,0,-2,3
470,3D6,13,7,10,8,7,9,1,-2,0,-1,-2,-1
471,3D6,9,9,9,9,8,14,-1,-1,-1,-1,-1,2
472,3D6,14,6,12,15,13,9,2,-2,1,2,1,-1
473,3D6,12,3,13,10,14,10,1,-4,1,0,2,0
474,3D6,10,9,15,6,7,8,0,-1,2,-2,-2,-1
475,3D6,14,7,13,7,11,8,2,-2,1,-2,0,-1
476,3D6,10,9,6,11,17,7,0,-1,-2,0,3,-2
477,3D6,10,11,8,11,13,11,0,0,-1,0,1,0
478,3D6,10,11,8,15,17,12,0,0,-1,2,3,1
479,3D6,6,14,8,7,8,8,-2,2,-1,-2,-1,-1
480,3D6,13,12,14,15,13,14,1,1,2,2,1,2
481,3D6,11,11,16,8,12,17,0,0,3,-1,1,3
482,3D6,8,9,11,10,13,6,-1,-1,0,0,1,-2
483,3D6,12,3,7,11,10,9,1,-4,-2,0,0,-1
484,3D6,11,11,13,16,13,11,0,0,1,3,1,0
485,3D6,8,13,7,8,8,16,-1,1,-2,-1,-1,3
486,3D6,13,13,12,7,13,12,1,1,1,-2,1,1
487,3D6,13,14,12,6,9,8,1,2,1,-2,-1,-1
488,3D6,6,15,12,10,8,16,-2,2,1,0,-1,3
489,3D6,10,8,12,14,6,10,0,-1,1,2,-2,0
490,3D6,10,8,13,8,11,15,0,-1,1,-1,0,2
491,3D6,8,10,12,13,14,12,-1,0,1,1,2,1
492,3D6,5,11,14,9,11,12,-3,0,2,-1,0,1
493,3D6,15,13,9,11,10,10,2,1,-1,0,0,0
494,3D6,12,8,14,9,15,12,1,-1,2,-1,2,1
495,3D6,10,11,12,8,12,9,0,0,1,-1,1,-1
496,3D6,8,8,12,9,10,16,-1,-1,1,-1,0,3
497,3D6,12,10,11,10,14,8,1,0,0,0,2,-1
498,3D6,9,12,8,9,12,6,-1,1,-1,-1,1,-2
499,3D6,12,12,4,13,15,16,1,1,-3,1,2,3
500,3D6,8,9,16,7,7,10,-1,-1,3,-2,-2,0
501,3D6,15,14,13,15,11,13,2,2,1,2,0,1
502,3D6,10,11,7,8,9,12,0,0,-2,-1,-1,1
503,3D6,11,5,5,14,10,9,0,-3,-3,2,0,-1
504,3D6,12,13,11,6,14,3,1,1,0,-2,2,-4
505,3D6,12,11,12,12,13,8,1,0,1,1,1,-1
506,3D6,7,6,9,10,14,6,-2,-2,-1,0,2,-2
507,3D6,13,7,14,8,9,8,1,-2,2,-1,-1,-1
508,3D6,7,13,12,11,14,9,-2,1,1,0,2,-1
509,3D6,7,9,12,16,9,11,-2,-1,1,3,-1,0
510,3D6,10,15,11,12,8,8,0,2,0,1,-1,-1
511,3D6,5,13,10,15,9,13,-3,1,0,2,-1,1
512,3D6,9,14,8,12,13,13,-1,2,-1,1,1,1
513,3D6,7,6,7,8,7,5,-2,-2,-2,-1,-2,-3
514,3D6,13,6,13,12,11,4,1,-2,1,1,0,-3
515,3D6,9,10,10,11,13,14,-1,0,0,0,1,2
516,3D6,8,8,15,9,8,6,-1,-1,2,-1,-1,-2
517,3D6,12,13,10,9,9,17,1,1,0,-1,-1,3
518,3D6,10,11,10,14,17,6,0,0,0,2,3,-2
519,3D6,10,16,13,13,11,13,0,3,1,1,0,1
520,3D6,9,8,7,9,4,11,-1,-1,-2,-1,-3,0
521,3D6,8,16,8,10,8,12,-1,3,-1,0,-1,1
522,3D6,10,15,7,13,12,12,0,2,-2,1,1,1
523,3D6,7,10,12,9,7,9,-2,0,1,-1,-2,-1
524,3D6,7,12,4,14,7,15,-2,1,-3,2,-2,2
525,3D6,9,14,12,13,14,9,-1,2,1,1,2,-1
526,3D6,5,8,12,10,7,11,-3,-1,1,0,-2,0
527,3D6,8,10,9,11,9,10,-1,0,-1,0,-1,0
528,3D6,6,10,12,9,11,10,-2,0,1,-1,0,0
529,3D6,13,5,12,8,12,10,1,-3,1,-1,1,0
530,3D6,14,12,16,8,10,8,2,1,3,-1,0,-1
531,3D6,11,7,7,13,13,3,0,-2,-2,1,1,-4
532,3D6,14,13,12,16,10,8,2,1,1,3,0,-1
533,3D6,8,13,11,15,10,12,-1,1,0,2,0,1
534,3D6,17,8,3,10,8,8,3,-1,-4,0,-1,-1
535,3D6,13,16,11,12,11,12,1,3,0,1,0,1
536,3D6,14,9,12,10,8,7,2,-1,1,0,-1,-2
537,3D6,8,16,13,11,12,12,-1,3,1,0,1,1
538,3D6,16,13,12,12,9,8,3,1,1,1,-1,-1
539,3D6,10,12,11,15,13,15,0,1,0,2,1,2
540,3D6,13,14,10,14,11,5,1,2,0,2,0,-3
541,3D6,3,6,10,8,16,12,-4,-2,0,-1,3,1
542,3D6,14,11,15,10,14,5,2,0,2,0,2,-3
543,3D6,14,9,9,5,11,8,2,-1,-1,-3,0,-1
544,3D6,6,12,13,8,8,9,-2,1,1,-1,-1,-1
545,3D6,11,8,13,10,11,9,0,-1,1,0,0,-1
546,3D6,16,15,14,9,12,14,3,2,2,-1,1,2
547,3D6,6,13,13,6,9,12,-2,1,1,-2,-1,1
548,3D6,8,9,13,12,8,14,-1,-1,1,1,-1,2
549,3D6,10,13,7,7,8,6,0,1,-2,-2,-1,-2
550,3D6,12,9,11,7,14,13,1,-1,0,-2,2,1
551,3D6,8,13,10,8,10,11,-1,1,0,-1,0,0
552,3D6,14,8,10,10,6,10,2,-1,0,0,-2,0
553,3D6,13,9,10,4,14,12,1,-1,0,-3,2,1
554,3D6,12,11,10,11,7,15,1,0,0,0,-2,2
555,3D6,9,11,13,11,13,11,-1,0,1,0,1,0
556,3D6,8,14,8,8,9,15,-1,2,-1,-1,-1,2
557,3D6,8,12,10,3,5,15,-1,1,0,-4,-3,2
558,3D6,10,14,10,6,7,10,0,2,0,-2,-2,0
559,3D6,8,14,5,10,15,13,-1,2,-3,0,2,1
560,3D6,9,15,16,9,12,7,-1,2,3,-1,1,-2
561,3D6,13,10,14,9,4,12,1,0,2,-1,-3,1
562,3D6,10,15,8,12,8,11,0,2,-1,1,-1,0
563,3D6,13,8,13,7,11,10,1,-1,1,-2,0,0
564,3D6,16,7,8,16,12,14,3,-2,-1,3,1,2
565,3D6,11,16,15,8,14,11,0,3,2,-1,2,0
566,3D6,12,11,9,10,11,9,1,0,-1,0,0,-1
567,3D6,13,15,12,6,16,5,1,2,1,-2,3,-3
568,3D6,8,10,8,8,9,13,-1,0,-1,-1,-1,1
569,3D6,9,14,13,13,6,14,-1,2,1,1,-2,2
570,3D6,7,5,10,11,7,10,-2,-3,0,0,-2,0
571,3D6,9,11,12,10,13,10,-1,0,1,0,1,0
572,3D6,13,8,13,9,9,13,1,-1,1,-1,-1,1
573,3D6,8,9,9,5,10,11,-1,-1,-1,-3,0,0
574,3D6,12,11,7,10,14,7,1,0,-2,0,2,-2
575,3D6,8,10,9,10,10,7,-1,0,-1,0,0,-2
576,3D6,7,9,9,7,11,12,-2,-1,-1,-2,0,1
577,3D6,16,13,17,15,13,13,3,1,3,2,1,1
578,3D6,14,9,14,11,8,13,2,-1,2,0,-1,1
579,3D6,6,13,4,13,9,8,-2,1,-3,1,-1,-1
580,3D6,12,11,10,11,10,10,1,0,0,0,0,0
581,3D6,7,13,11,15,10,10,-2,1,0,2,0,0
582,3D6,9,9,4,5,13,14,-1,-1,-3,-3,1,2
583,3D6,12,11,12,5,13,15,1,0,1,-3,1,2
584,3D6,7,3,11,6,10,12,-2,-4,0,-2,0,1
585,3D6,11,12,10,4,11,8,0,1,0,-3,0,-1
586,3D6,6,13,12,8,14,14,-2,1,1,-1,2,2
587,3D6,14,12,9,8,8,5,2,1,-1,-1,-1,-3
588,3D6,9,4,10,12,8,8,-1,-3,0,1,-1,-1
589,3D6,7,11,12,10,14,9,-2,0,1,0,2,-1
590,3D6,8,11,12,8,9,5,-1,0,1,-1,-1,-3
591,3D6,5,12,13,9,11,6,-3,1,1,-1,0,-2
592,3D6,11,13,10,13,16,17,0,1,0,1,3,3
593,3D6,16,7,8,9,10,10,3,-2,-1,-1,0,0
594,3D6,12,16,5,4,13,7,1,3,-3,-3,1,-2
595,3D6,12,11,13,13,10,10,1,0,1,1,0,0
596,3D6,12,9,12,9,8,11,1,-1,1,-1,-1,0
597,3D6,5,10,11,13,9,14,-3,0,0,1,-1,2
598,3D6,8,7,15,12,16,13,-1,-2,2,1,3,1
599,3D6,9,5,12,13,13,16,-1,-3,1,1,1,3
600,3D6,6,11,7,8,8,10,-2,0,-2,-1,-1,0
601,3D6,12,8,12,13,8,10,1,-1,1,1,-1,0
602,3D6,7,12,12,11,7,11,-2,1,1,0,-2,0
603,3D6,11,14,16,8,17,4,0,2,3,-1,3,-3
604,3D6,10,14,7,6,16,8,0,2,-2,-2,3,-1
605,3D6,15,9,13,9,9,8,2,-1,1,-1,-1,-1
606,3D6,10,10,10,13,9,9,0,0,0,1,-1,-1
607,3D6,14,11,13,12,9,13,2,0,1,1,-1,1
608,3D6,14,9,16,6,12,8,2,-1,3,-2,1,-1
609,3D6,10,10,10,10,12,9,0,0,0,0,1,-1
610,3D6,11,12,15,14,6,13,0,1,2,2,-2,1
611,3D6,10,15,6,11,13,11,0,2,-2,0,1,0
612,3D6,11,11,10,12,13,10,0,0,0,1,1,0
613,3D6,6,15,12,12,6,12,-2,2,1,1,-2,1
614,3D6,10,14,13,11,15,10,0,2,1,0,2,0
615,3D6,11,8,12,14,17,11,0,-1,1,2,3,0
616,3D6,7,7,12,15,12,11,-2,-2,1,2,1,0
617,3D6,14,12,9,10,11,12,2,1,-1,0,0,1
618,3D6,8,16,16,11,15,13,-1,3,3,0,2,1
619,3D6,14,6,13,8,13,9,2,-2,1,-1,1,-1
620,3D6,12,6,7,7,13,12,1,-2,-2,-2,1,1
621,3D6,15,11,12,9,10,11,2,0,1,-1,0,0
622,3D6,12,14,6,8,11,7,1,2,-2,-1,0,-2
623,3D6,11,9,7,13,6,10,0,-1,-2,1,-2,0
624,3D6,15,4,10,13,14,9,2,-3,0,1,2,-1
625,3D6,13,7,15,11,6,10,1,-2,2,0,-2,0
626,3D6,11,12,14,4,8,7,0,1,2,-3,-1,-2
627,3D6,9,11,12,12,6,10,-1,0,1,1,-2,0
628,3D6,11,6,12,13,11,8,0,-2,1,1,0,-1
629,3D6,9,8,11,13,6,12,-1,-1,0,1,-2,1
630,3D6,9,9,14,13,13,12,-1,-1,2,1,1,1
631,3D6,3,11,13,9,14,10,-4,0,1,-1,2,0
632,3D6,8,18,15,12,8,18,-1,4,2,1,-1,4
633,3D6,6,12,16,8,12,14,-2,1,3,-1,1,2
634,3D6,15,7,9,15,6,18,2,-2,-1,2,-2,4
635,3D6,9,14,14,6,11,13,-1,2,2,-2,0,1
636,3D6,8,10,4,12,10,6,-1,0,-3,1,0,-2
637,3D6,13,8,10,12,10,8,1,-1,0,1,0,-1
638,3D6,8,10,15,12,9,10,-1,0,2,1,-1,0
639,3D6,5,10,12,13,14,9,-3,0,1,1,2,-1
640,3D6,10,12,10,13,14,4,0,1,0,1,2,-3
641,3D6,9,13,11,12,12,13,-1,1,0,1,1,1
642,3D6,11,17,13,15,14,10,0,3,1,2,2,0
643,3D6,7,13,12,12,8,12,-2,1,1,1,-1,1
644,3D6,12,17,14,6,11,11,1,3,2,-2,0,0
645,3D6,11,14,9,12,7,10,0,2,-1,1,-2,0
646,3D6,8,13,10,9,6,6,-1,1,0,-1,-2,-2
647,3D6,13,11,11,11,12,11,1,0,0,0,1,0
648,3D6,6,11,12,9,10,12,-2,0,1,-1,0,1
649,3D6,12,8,11,7,10,5,1,-1,0,-2,0,-3
650,3D6,8,9,16,9,10,7,-1,-1,3,-1,0,-2
651,3D6,13,11,6,12,8,10,1,0,-2,1,-1,0
652,3D6,14,14,3,11,10,13,2,2,-4,0,0,1
653,3D6,12,12,5,8,10,7,1,1,-3,-1,0,-2
654,3D6,11,11,6,7,12,10,0,0,-2,-2,1,0
655,3D6,6,11,10,7,3,8,-2,0,0,-2,-4,-1
656,3D6,14,8,13,12,7,6,2,-1,1,1,-2,-2
657,3D6,11,9,10,9,13,13,0,-1,0,-1,1,1
658,3D6,8,6,12,7,13,8,-1,-2,1,-2,1,-1
659,3D6,12,9,13,9,6,14,1,-1,1,-1,-2,2
660,3D6,12,15,10,13,13,11,1,2,0,1,1,0
661,3D6,11,11,11,10,8,12,0,0,0,0,-1,1
662,3D6,7,10,9,10,12,16,-2,0,-1,0,1,3
663,3D6,12,12,12,7,8,7,1,1,1,-2,-1,-2
664,3D6,11,10,9,10,10,12,0,0,-1,0,0,1
665,3D6,8,9,10,14,11,12,-1,-1,0,2,0,1
666,3D6,10,10,13,8,14,12,0,0,1,-1,2,1
667,3D6,15,8,16,14,14,7,2,-1,3,2,2,-2
668,3D6,10,10,8,15,12,9,0,0,-1,2,1,-1
669,3D6,9,7,9,9,9,11,-1,-2,-1,-1,-1,0
670,3D6,10,7,10,11,7,9,0,-2,0,0,-2,-1
671,3D6,4,12,10,13,12,6,-3,1,0,1,1,-2
672,3D6,15,11,5,8,8,16,2,0,-3,-1,-1,3
673,3D6,15,11,14,13,7,10,2,0,2,1,-2,0
674,3D6,13,5,8,8,6,12,1,-3,-1,-1,-2,1
675,3D6,12,10,12,10,13,8,1,0,1,0,1,-1
676,3D6,6,11,14,14,14,8,-2,0,2,2,2,-1
677,3D6,12,9,12,10,9,4,1,-1,1,0,-1,-3
678,3D6,13,13,9,14,11,10,1,1,-1,2,0,0
679,3D6,10,12,6,8,9,15,0,1,-2,-1,-1,2
680,3D6,8,10,6,11,12,11,-1,0,-2,0,1,0
681,3D6,14,5,17,12,13,14,2,-3,3,1,1,2
682,3D6,11,10,10,15,8,3,0,0,0,2,-1,-4
683,3D6,6,11,10,12,15,13,-2,0,0,1,2,1
684,3D6,4,6,5,8,15,11,-3,-2,-3,-1,2,0
685,3D6,12,15,11,7,10,9,1,2,0,-2,0,-1
686,3D6,14,11,15,11,15,8,2,0,2,0,2,-1
687,3D6,7,13,16,16,7,17,-2,1,3,3,-2,3
688,3D6,10,7,5,8,9,13,0,-2,-3,-1,-1,1
689,3D6,11,12,13,9,12,12,0,1,1,-1,1,1
690,3D6,8,6,6,11,8,18,-1,-2,-2,0,-1,4
691,3D6,9,11,6,10,11,14,-1,0,-2,0,0,2
692,3D6,10,12,11,11,13,13,0,1,0,0,1,1
693,3D6,9,16,12,14,12,13,-1,3,1,2,1,1
694,3D6,13,11,10,12,12,15,1,0,0,1,1,2
695,3D6,13,7,12,12,13,14,1,-2,1,1,1,2
696,3D6,5,9,9,8,9,14,-3,-1,-1,-1,-1,2
697,3D6,11,14,7,11,11,6,0,2,-2,0,0,-2
698,3D6,6,9,8,11,10,9,-2,-1,-1,0,0,-1
699,3D6,6,9,9,7,9,8,-2,-1,-1,-2,-1,-1
700,3D6,14,9,14,15,6,14,2,-1,2,2,-2,2
701,3D6,10,8,11,8,13,16,0,-1,0,-1,1,3
702,3D6,7,10,7,9,17,6,-2,0,-2,-1,3,-2
703,3D6,14,12,15,12,10,10,2,1,2,1,0,0
704,3D6,11,9,15,8,7,13,0,-1,2,-1,-2,1
705,3D6,11,10,11,7,10,7,0,0,0,-2,0,-2
706,3D6,9,14,8,12,15,11,-1,2,-1,1,2,0
707,3D6,15,12,9,13,7,11,2,1,-1,1,-2,0
708,3D6,4,10,12,11,13,15,-3,0,1,0,1,2
709,3D6,16,13,14,13,5,10,3,1,2,1,-3,0
710,3D6,11,6,8,8,9,11,0,-2,-1,-1,-1,0
711,3D6,15,7,11,11,15,13,2,-2,0,0,2,1
712,3D6,13,13,11,14,10,14,1,1,0,2,0,2
713,3D6,6,7,8,10,9,11,-2,-2,-1,0,-1,0
714,3D6,14,12,7,9,14,10,2,1,-2,-1,2,0
715,3D6,13,7,12,5,10,12,1,-2,1,-3,0,1
716,3D6,14,4,16,11,9,9,2,-3,3,0,-1,-1
717,3D6,5,14,9,7,13,7,-3,2,-1,-2,1,-2
718,3D6,12,12,8,10,7,11,1,1,-1,0,-2,0
719,3D6,11,13,12,7,8,11,0,1,1,-2,-1,0
720,3D6,8,15,10,10,9,11,-1,2,0,0,-1,0
721,3D6,15,10,7,13,8,16,2,0,-2,1,-1,3
722,3D6,13,11,13,12,8,8,1,0,1,1,-1,-1
723,3D6,14,9,13,12,11,7,2,-1,1,1,0,-2
724,3D6,5,11,5,13,11,7,-3,0,-3,1,0,-2
725,3D6,4,14,9,14,5,10,-3,2,-1,2,-3,0
726,3D6,11,9,10,12,8,11,0,-1,0,1,-1,0
727,3D6,8,9,13,7,6,11,-1,-1,1,-2,-2,0
728,3D6,15,7,13,13,10,11,2,-2,1,1,0,0
729,3D6,12,8,13,13,7,14,1,-1,1,1,-2,2
730,3D6,12,16,12,6,6,10,1,3,1,-2,-2,0
731,3D6,9,7,9,12,9,10,-1,-2,-1,1,-1,0
732,3D6,13,13,12,10,13,16,1,1,1,0,1,3
733,3D6,13,11,13,9,14,14,1,0,1,-1,2,2
734,3D6,10,13,13,10,10,10,0,1,1,0,0,0
735,3D6,13,10,7,12,7,10,1,0,-2,1,-2,0
736,3D6,13,12,10,8,6,6,1,1,0,-1,-2,-2
737,3D6,9,14,9,13,11,13,-1,2,-1,1,0,1
738,3D6,16,8,4,10,16,12,3,-1,-3,0,3,1
739,3D6,6,11,11,17,15,13,-2,0,0,3,2,1
740,3D6,16,12,5,12,12,9,3,1,-3,1,1,-1
741,3D6,16,6,9,15,16,9,3,-2,-1,2,3,-1
742,3D6,16,7,9,14,13,14,3,-2,-1,2,1,2
743,3D6,7,15,12,12,13,8,-2,2,1,1,1,-1
744,3D6,12,13,10,10,11,15,1,1,0,0,0,2
745,3D6,8,12,9,14,8,14,-1,1,-1,2,-1,2
746,3D6,7,9,9,10,9,10,-2,-1,-1,0,-1,0
747,3D6,10,12,16,11,12,14,0,1,3,0,1,2
748,3D6,8,8,14,8,14,8,-1,-1,2,-1,2,-1
749,3D6,13,12,9,5,14,8,1,1,-1,-3,2,-1
750,3D6,10,11,12,12,11,11,0,0,1,1,0,0
751,3D6,4,12,11,12,8,5,-3,1,0,1,-1,-3
752,3D6,11,13,12,11,16,8,0,1,1,0,3,-1
753,3D6,12,14,12,7,8,12,1,2,1,-2,-1,1
754,3D6,4,9,7,8,12,13,-3,-1,-2,-1,1,1
755,3D6,12,12,13,12,14,13,1,1,1,1,2,1
756,3D6,17,14,9,10,14,15,3,2,-1,0,2,2
757,3D6,14,8,10,9,10,8,2,-1,0,-1,0,-1
758,3D6,12,11,13,12,6,12,1,0,1,1,-2,1
759,3D6,11,14,13,11,5,10,0,2,1,0,-3,0
760,3D6,12,14,11,7,16,15,1,2,0,-2,3,2
761,3D6,10,7,5,11,10,13,0,-2,-3,0,0,1
762,3D6,3,8,9,7,5,13,-4,-1,-1,-2,-3,1
763,3D6,6,10,13,9,6,10,-2,0,1,-1,-2,0
764,3D6,10,6,13,14,13,7,0,-2,1,2,1,-2
765,3D6,15,11,10,8,9,9,2,0,0,-1,-1,-1
766,3D6,11,11,13,13,8,9,0,0,1,1,-1,-1
767,3D6,14,14,9,8,13,8,2,2,-1,-1,1,-1
768,3D6,13,6,5,10,8,13,1,-2,-3,0,-1,1
769,3D6,17,13,11,14,11,15,3,1,0,2,0,2
770,3D6,16,4,6,8,9,12,3,-3,-2,-1,-1,1
771,3D6,12,12,6,6,9,13,1,1,-2,-2,-1,1
772,3D6,11,15,4,12,12,11,0,2,-3,1,1,0
773,3D6,12,10,11,9,11,4,1,0,0,-1,0,-3
774,3D6,7,6,11,15,8,13,-2,-2,0,2,-1,1
775,3D6,9,13,9,8,5,5,-1,1,-1,-1,-3,-3
776,3D6,13,7,7,7,11,14,1,-2,-2,-2,0,2
777,3D6,11,12,13,5,11,5,0,1,1,-3,0,-3
778,3D6,7,10,7,9,7,8,-2,0,-2,-1,-2,-1
779,3D6,6,11,11,6,12,13,-2,0,0,-2,1,1
780,3D6,13,9,10,9,9,11,1,-1,0,-1,-1,0
781,3D6,14,12,10,9,14,14,2,1,0,-1,2,2
782,3D6,12,3,12,8,11,13,1,-4,1,-1,0,1
783,3D6,14,10,10,11,10,11,2,0,0,0,0,0
784,3D6,5,8,6,9,5,9,-3,-1,-2,-1,-3,-1
785,3D6,16,16,10,9,15,9,3,3,0,-1,2,-1
786,3D6,9,11,6,8,11,15,-1,0,-2,-1,0,2
787,3D6,6,12,10,8,8,9,-2,1,0,-1,-1,-1
788,3D6,10,8,10,10,8,13,0,-1,0,0,-1,1
789,3D6,9,11,16,14,12,11,-1,0,3,2,1,0
790,3D6,14,12,8,14,14,11,2,1,-1,2,2,0
791,3D6,8,7,8,11,8,8,-1,-2,-1,0,-1,-1
792,3D6,9,16,11,14,12,10,-1,3,0,2,1,0
793,3D6,12,6,12,11,16,16,1,-2,1,0,3,3
794,3D6,8,10,8,10,12,11,-1,0,-1,0,1,0
795,3D6,9,6,7,6,11,9,-1,-2,-2,-2,0,-1
796,3D6,13,8,6,9,9,11,1,-1,-2,-1,-1,0
797,3D6,11,11,3,9,5,11,0,0,-4,-1,-3,0
798,3D6,10,14,8,12,11,10,0,2,-1,1,0,0
799,3D6,6,8,8,9,11,8,-2,-1,-1,-1,0,-1
800,3D6,17,16,8,10,10,5,3,3,-1,0,0,-3
801,3D6,13,8,10,4,8,15,1,-1,0,-3,-1,2
802,3D6,13,8,10,9,11,14,1,-1,0,-1,0,2
803,3D6,10,7,14,9,12,13,0,-2,2,-1,1,1
804,3D6,15,7,8,8,8,11,2,-2,-1,-1,-1,0
805,3D6,6,11,5,6,7,14,-2,0,-3,-2,-2,2
806,3D6,10,9,13,13,12,12,0,-1,1,1,1,1
807,3D6,11,8,9,8,11,10,0,-1,-1,-1,0,0
808,3D6,11,11,16,7,16,9,0,0,3,-2,3,-1
809,3D6,8,8,10,13,10,8,-1,-1,0,1,0,-1
810,3D6,8,13,12,5,15,11,-1,1,1,-3,2,0
811,3D6,6,9,14,4,8,12,-2,-1,2,-3,-1,1
812,3D6,11,16,15,13,12,9,0,3,2,1,1,-1
813,3D6,14,10,10,9,10,9,2,0,0,-1,0,-1
814,3D6,12,11,10,11,11,8,1,0,0,0,0,-1
815,3D6,6,9,10,13,9,7,-2,-1,0,1,-1,-2
816,3D6,9,10,14,7,9,12,-1,0,2,-2,-1,1
817,3D6,11,12,14,6,13,14,0,1,2,-2,1,2
818,3D6,6,9,5,13,11,12,-2,-1,-3,1,0,1
819,3D6,9,15,14,11,12,12,-1,2,2,0,1,1
820,3D6,7,12,3,11,12,13,-2,1,-4,0,1,1
821,3D6,11,13,9,13,9,10,0,1,-1,1,-1,0
822,3D6,7,9,14,6,13,14,-2,-1,2,-2,1,2
823,3D6,8,11,8,9,13,12,-1,0,-1,-1,1,1
824,3D6,9,4,7,12,8,8,-1,-3,-2,1,-1,-1
825,3D6,15,5,12,10,7,9,2,-3,1,0,-2,-1
826,3D6,10,10,13,9,7,6,0,0,1,-1,-2,-2
827,3D6,11,12,18,10,15,11,0,1,4,0,2,0
828,3D6,12,8,10,7,9,9,1,-1,0,-2,-1,-1
829,3D6,3,7,11,11,13,12,-4,-2,0,0,1,1
830,3D6,11,13,9,7,14,15,0,1,-1,-2,2,2
831,3D6,13,15,11,14,10,4,1,2,0,2,0,-3
832,3D6,14,9,9,7,8,14,2,-1,-1,-2,-1,2
833,3D6,6,13,9,5,15,8,-2,1,-1,-3,2,-1
834,3D6,8,17,7,6,13,7,-1,3,-2,-2,1,-2
835,3D6,11,8,9,10,9,10,0,-1,-1,0,-1,0
836,3D6,11,8,10,7,10,8,0,-1,0,-2,0,-1
837,3D6,15,10,8,12,9,13,2,0,-1,1,-1,1
838,3D6,11,10,11,10,7,8,0,0,0,0,-2,-1
839,3D6,13,5,9,13,7,9,1,-3,-1,1,-2,-1
840,3D6,5,13,8,8,12,11,-3,1,-1,-1,1,0
841,3D6,10,9,6,14,11,10,0,-1,-2,2,0,0
842,3D6,11,12,14,8,7,9,0,1,2,-1,-2,-1
843,3D6,10,15,9,11,5,8,0,2,-1,0,-3,-1
844,3D6,12,14,9,6,6,13,1,2,-1,-2,-2,1
845,3D6,6,9,13,12,17,11,-2,-1,1,1,3,0
846,3D6,16,10,14,11,10,12,3,0,2,0,0,1
847,3D6,9,12,9,11,7,9,-1,1,-1,0,-2,-1
848,3D6,13,12,9,10,12,3,1,1,-1,0,1,-4
849,3D6,9,12,8,14,8,6,-1,1,-1,2,-1,-2
850,3D6,16,11,9,14,13,11,3,0,-1,2,1,0
851,3D6,10,12,11,11,11,12,0,1,0,0,0,1
852,3D6,7,11,8,12,8,9,-2,0,-1,1,-1,-1
853,3D6,12,15,12,13,9,7,1,2,1,1,-1,-2
854,3D6,9,13,13,11,8,11,-1,1,1,0,-1,0
855,3D6,11,10,10,8,13,10,0,0,0,-1,1,0
856,3D6,5,11,6,7,13,14,-3,0,-2,-2,1,2
857,3D6,12,9,10,10,9,10,1,-1,0,0,-1,0
858,3D6,9,15,12,7,8,9,-1,2,1,-2,-1,-1
859,3D6,14,13,10,9,10,4,2,1,0,-1,0,-3
860,3D6,9,9,16,11,13,15,-1,-1,3,0,1,2
861,3D6,9,11,9,10,9,11,-1,0,-1,0,-1,0
