,roll_type,strength,dexterity,constitution,intellegence,wisdom,charisma,str mod,dex mod,con mod,int mod,wis mod,char mod
430,3D6,12,10,13,7,16,6,1,0,1,-2,3,-2
431,3D6,12,9,10,14,11,11,1,-1,0,2,0,0
432,3D6,7,8,11,12,14,13,-2,-1,0,1,2,1
433,3D6,14,9,10,16,4,10,2,-1,0,3,-3,0
434,3D6,15,17,11,11,8,8,2,3,0,0,-1,-1
435,3D6,13,11,11,13,7,16,1,0,0,1,-2,3
436,3D6,5,8,8,14,12,12,-3,-1,-1,2,1,1
437,3D6,11,12,12,9,12,14,0,1,1,-1,1,2
438,3D6,12,14,14,10,8,4,1,2,2,0,-1,-3
439,3D6,10,15,8,9,8,11,0,2,-1,-1,-1,0
440,3D6,13,8,8,12,18,11,1,-1,-1,1,4,0
441,3D6,12,10,12,11,10,14,1,0,1,0,0,2
442,3D6,9,11,15,12,10,11,-1,0,2,1,0,0
443,3D6,12,12,7,11,8,15,1,1,-2,0,-1,2
444,3D6,9,9,10,14,10,10,-1,-1,0,2,0,0
445,3D6,12,10,8,4,8,12,1,0,-1,-3,-1,1
446,3D6,14,13,13,10,7,18,2,1,1,0,-2,4
447,3D6,13,11,9,12,12,12,1,0,-1,1,1,1
448,3D6,8,11,10,12,7,7,-1,0,0,1,-2,-2
449,3D6,8,11,12,13,8,6,-1,0,1,1,-1,-2
450,3D6,8,5,12,8,6,12,-1,-3,1,-1,-2,1
451,3D6,9,10,7,11,11,8,-1,0,-2,0,0,-1
452,3D6,9,9,9,11,11,16,-1,-1,-1,0,0,3
453,3D6,12,7,14,17,14,9,1,-2,2,3,2,-1
454,3D6,8,7,13,8,14,15,-1,-2,1,-1,2,2
455,3D6,13,6,8,9,9,15,1,-2,-1,-1,-1,2
456,3D6,12,4,8,8,12,13,1,-3,-1,-1,1,1
457,3D6,10,8,12,8,12,8,0,-1,1,-1,1,-1
458,3D6,14,9,15,8,11,13,2,-1,2,-1,0,1
459,3D6,11,14,8,9,12,10,0,2,-1,-1,1,0
460,3D6,13,13,7,15,13,9,1,1,-2,2,1,-1
461,3D6,10,17,8,14,16,10,0,3,-1,2,3,0
462,3D6,10,8,9,9,16,8,0,-1,-1,-1,3,-1
463,3D6,8,13,13,9,10,11,-1,1,1,-1,0,0
464,3D6,9,13,7,16,11,9,-1,1,-2,3,0,-1
465,3D6,12,5,12,13,5,13,1,-3,1,1,-3,1
466,3D6,8,10,10,12,8,9,-1,0,0,1,-1,-1
467,3D6,5,5,14,10,13,7,-3,-3,2,0,1,-2
468,3D6,12,15,10,15,14,10,1,2,0,2,2,0
469,3D6,15,10,9,10,15,13,2,0,-1,0,2,1
470,3D6,13,10,14,8,12,14,1,0,2,-1,1,2
471,3D6,11,4,11,9,4,7,0,-3,0,-1,-3,-2
472,3D6,11,6,14,14,8,7,0,-2,2,2,-1,-2
473,3D6,16,10,13,7,6,14,3,0,1,-2,-2,2
474,3D6,11,7,11,11,6,12,0,-2,0,0,-2,1
475,3D6,13,11,9,9,8,8,1,0,-1,-1,-1,-1
476,3D6,11,7,8,9,12,5,0,-2,-1,-1,1,-3
477,3D6,13,13,15,12,9,11,1,1,2,1,-1,0
478,3D6,8,9,13,18,8,5,-1,-1,1,4,-1,-3
479,3D6,15,8,12,6,12,9,2,-1,1,-2,1,-1
480,3D6,10,9,10,8,10,8,0,-1,0,-1,0,-1
481,3D6,7,9,8,12,9,13,-2,-1,-1,1,-1,1
482,3D6,15,11,11,8,6,10,2,0,0,-1,-2,0
483,3D6,9,9,13,12,13,15,-1,-1,1,1,1,2
484,3D6,9,5,7,10,16,12,-1,-3,-2,0,3,1
485,3D6,12,15,11,16,5,5,1,2,0,3,-3,-3
486,3D6,14,12,12,15,11,15,2,1,1,2,0,2
487,3D6,10,11,10,14,11,8,0,0,0,2,0,-1
488,3D6,6,9,9,7,12,16,-2,-1,-1,-2,1,3
489,3D6,17,9,11,12,5,12,3,-1,0,1,-3,1
490,3D6,16,14,7,14,11,10,3,2,-2,2,0,0
491,3D6,7,9,10,12,8,10,-2,-1,0,1,-1,0
492,3D6,7,10,10,11,13,8,-2,0,0,0,1,-1
493,3D6,7,10,5,10,12,13,-2,0,-3,0,1,1
494,3D6,9,11,17,15,11,13,-1,0,3,2,0,1
495,3D6,11,13,7,8,7,14,0,1,-2,-1,-2,2
496,3D6,17,11,8,17,16,16,3,0,-1,3,3,3
497,3D6,10,6,7,10,7,9,0,-2,-2,0,-2,-1
498,3D6,14,11,11,11,7,4,2,0,0,0,-2,-3
499,3D6,5,4,12,12,8,12,-3,-3,1,1,-1,1
500,3D6,10,17,14,12,16,15,0,3,2,1,3,2
501,3D6,12,13,13,15,11,5,1,1,1,2,0,-3
502,3D6,11,9,9,11,13,8,0,-1,-1,0,1,-1
503,3D6,13,7,12,10,17,14,1,-2,1,0,3,2
504,3D6,7,14,13,13,13,9,-2,2,1,1,1,-1
505,3D6,11,9,10,12,11,12,0,-1,0,1,0,1
506,3D6,14,8,13,8,10,9,2,-1,1,-1,0,-1
507,3D6,11,12,12,14,9,7,0,1,1,2,-1,-2
508,3D6,9,13,5,9,7,8,-1,1,-3,-1,-2,-1
509,3D6,9,8,7,13,13,14,-1,-1,-2,1,1,2
510,3D6,12,11,13,4,10,11,1,0,1,-3,0,0
511,3D6,8,16,8,17,12,13,-1,3,-1,3,1,1
512,3D6,14,11,9,13,17,11,2,0,-1,1,3,0
513,3D6,5,11,12,10,12,7,-3,0,1,0,1,-2
514,3D6,12,13,12,9,10,8,1,1,1,-1,0,-1
515,3D6,10,10,7,14,11,11,0,0,-2,2,0,0
516,3D6,10,12,15,10,16,11,0,1,2,0,3,0
517,3D6,10,8,10,9,11,10,0,-1,0,-1,0,0
518,3D6,10,12,10,18,10,8,0,1,0,4,0,-1
519,3D6,8,10,15,14,9,3,-1,0,2,2,-1,-4
520,3D6,8,10,11,8,11,14,-1,0,0,-1,0,2
521,3D6,6,17,10,16,8,13,-2,3,0,3,-1,1
522,3D6,13,5,6,16,13,9,1,-3,-2,3,1,-1
523,3D6,7,8,13,7,16,3,-2,-1,1,-2,3,-4
524,3D6,11,11,13,12,15,11,0,0,1,1,2,0
525,3D6,4,7,16,12,5,3,-3,-2,3,1,-3,-4
526,3D6,13,8,16,10,13,10,1,-1,3,0,1,0
527,3D6,15,15,12,14,10,15,2,2,1,2,0,2
528,3D6,16,12,13,14,12,9,3,1,1,2,1,-1
529,3D6,10,12,10,9,8,16,0,1,0,-1,-1,3
530,3D6,13,15,7,6,14,12,1,2,-2,-2,2,1
531,3D6,6,3,16,9,3,8,-2,-4,3,-1,-4,-1
532,3D6,10,12,12,8,12,13,0,1,1,-1,1,1
533,3D6,11,7,11,11,6,5,0,-2,0,0,-2,-3
534,3D6,13,7,8,13,8,11,1,-2,-1,1,-1,0
535,3D6,10,11,10,9,14,6,0,0,0,-1,2,-2
536,3D6,15,10,13,8,9,10,2,0,1,-1,-1,0
537,3D6,10,14,13,9,7,11,0,2,1,-1,-2,0
538,3D6,9,13,13,11,7,9,-1,1,1,0,-2,-1
539,3D6,11,15,13,14,9,7,0,2,1,2,-1,-2
540,3D6,7,15,16,18,11,9,-2,2,3,4,0,-1
541,3D6,9,6,7,12,11,6,-1,-2,-2,1,0,-2
542,3D6,8,11,14,13,10,10,-1,0,2,1,0,0
543,3D6,6,17,13,14,9,9,-2,3,1,2,-1,-1
544,3D6,14,10,9,9,8,16,2,0,-1,-1,-1,3
545,3D6,7,8,10,9,14,10,-2,-1,0,-1,2,0
546,3D6,9,10,9,9,7,11,-1,0,-1,-1,-2,0
547,3D6,9,11,12,7,13,12,-1,0,1,-2,1,1
548,3D6,12,18,6,7,8,9,1,4,-2,-2,-1,-1
549,3D6,13,8,5,8,12,10,1,-1,-3,-1,1,0
550,3D6,11,8,12,12,10,15,0,-1,1,1,0,2
551,3D6,13,12,13,14,5,9,1,1,1,2,-3,-1
552,3D6,8,16,11,12,13,12,-1,3,0,1,1,1
553,3D6,10,12,10,7,7,13,0,1,0,-2,-2,1
554,3D6,5,13,12,11,14,7,-3,1,1,0,2,-2
555,3D6,9,10,6,10,11,6,-1,0,-2,0,0,-2
556,3D6,9,14,15,8,11,9,-1,2,2,-1,0,-1
557,3D6,8,13,11,14,6,6,-1,1,0,2,-2,-2
558,3D6,7,7,10,8,10,8,-2,-2,0,-1,0,-1
559,3D6,8,5,13,9,12,12,-1,-3,1,-1,1,1
560,3D6,6,4,13,8,8,5,-2,-3,1,-1,-1,-3
561,3D6,12,11,9,11,8,13,1,0,-1,0,-1,1
562,3D6,16,13,6,9,12,9,3,1,-2,-1,1,-1
563,3D6,13,9,6,14,9,10,1,-1,-2,2,-1,0
564,3D6,15,6,11,7,15,11,2,-2,0,-2,2,0
565,3D6,12,4,14,3,11,12,1,-3,2,-4,0,1
566,3D6,14,10,7,8,13,8,2,0,-2,-1,1,-1
567,3D6,9,17,6,3,13,8,-1,3,-2,-4,1,-1
568,3D6,12,15,8,12,10,8,1,2,-1,1,0,-1
569,3D6,8,13,10,7,14,10,-1,1,0,-2,2,0
570,3D6,12,14,17,14,5,5,1,2,3,2,-3,-3
571,3D6,13,12,5,9,12,8,1,1,-3,-1,1,-1
572,3D6,14,8,10,12,8,13,2,-1,0,1,-1,1
573,3D6,13,8,14,12,10,9,1,-1,2,1,0,-1
574,3D6,8,18,12,14,9,8,-1,4,1,2,-1,-1
575,3D6,5,12,7,13,13,14,-3,1,-2,1,1,2
576,3D6,11,7,14,10,6,11,0,-2,2,0,-2,0
577,3D6,16,13,8,13,8,9,3,1,-1,1,-1,-1
578,3D6,14,8,10,11,15,8,2,-1,0,0,2,-1
579,3D6,7,9,10,4,15,15,-2,-1,0,-3,2,2
580,3D6,6,11,13,11,10,7,-2,0,1,0,0,-2
581,3D6,16,9,7,13,9,11,3,-1,-2,1,-1,0
582,3D6,11,4,9,8,7,12,0,-3,-1,-1,-2,1
583,3D6,15,6,13,11,8,11,2,-2,1,0,-1,0
584,3D6,8,13,7,10,12,14,-1,1,-2,0,1,2
585,3D6,7,13,13,13,10,11,-2,1,1,1,0,0
586,3D6,10,15,11,10,17,8,0,2,0,0,3,-1
587,3D6,14,9,10,10,8,13,2,-1,0,0,-1,1
588,3D6,9,12,10,14,16,12,-1,1,0,2,3,1
589,3D6,10,8,13,10,14,13,0,-1,1,0,2,1
590,3D6,11,10,8,13,16,14,0,0,-1,1,3,2
591,3D6,13,13,13,6,10,4,1,1,1,-2,0,-3
592,3D6,14,15,13,13,11,13,2,2,1,1,0,1
593,3D6,12,9,9,14,10,10,1,-1,-1,2,0,0
594,3D6,9,16,14,13,10,10,-1,3,2,1,0,0
595,3D6,13,13,12,9,17,14,1,1,1,-1,3,2
596,3D6,11,12,9,11,12,11,0,1,-1,0,1,0
597,3D6,9,9,11,9,9,8,-1,-1,0,-1,-1,-1
598,3D6,8,16,10,10,11,15,-1,3,0,0,0,2
599,3D6,11,13,12,8,12,10,0,1,1,-1,1,0
600,3D6,12,13,14,13,13,10,1,1,2,1,1,0
601,3D6,11,10,10,15,10,11,0,0,0,2,0,0
602,3D6,12,10,11,15,14,12,1,0,0,2,2,1
603,3D6,10,10,5,7,12,7,0,0,-3,-2,1,-2
604,3D6,10,17,10,7,8,8,0,3,0,-2,-1,-1
605,3D6,11,5,14,10,10,10,0,-3,2,0,0,0
606,3D6,12,6,11,14,4,8,1,-2,0,2,-3,-1
607,3D6,11,7,13,15,8,13,0,-2,1,2,-1,1
608,3D6,8,7,6,10,11,11,-1,-2,-2,0,0,0
609,3D6,12,11,9,10,11,9,1,0,-1,0,0,-1
610,3D6,7,9,14,14,10,12,-2,-1,2,2,0,1
611,3D6,9,8,10,11,17,6,-1,-1,0,0,3,-2
612,3D6,7,5,10,9,9,7,-2,-3,0,-1,-1,-2
613,3D6,11,9,13,10,5,13,0,-1,1,0,-3,1
614,3D6,9,15,4,10,9,10,-1,2,-3,0,-1,0
615,3D6,10,7,7,10,12,9,0,-2,-2,0,1,-1
616,3D6,13,7,7,12,8,11,1,-2,-2,1,-1,0
617,3D6,9,16,11,11,11,7,-1,3,0,0,0,-2
618,3D6,11,8,13,10,10,9,0,-1,1,0,0,-1
619,3D6,14,6,9,6,8,12,2,-2,-1,-2,-1,1
620,3D6,9,7,10,16,11,10,-1,-2,0,3,0,0
621,3D6,11,9,15,16,14,5,0,-1,2,3,2,-3
622,3D6,12,10,10,9,10,14,1,0,0,-1,0,2
623,3D6,12,10,11,11,11,15,1,0,0,0,0,2
624,3D6,3,12,10,8,13,13,-4,1,0,-1,1,1
625,3D6,6,7,7,13,14,12,-2,-2,-2,1,2,1
626,3D6,8,12,15,12,9,8,-1,1,2,1,-1,-1
627,3D6,8,13,13,12,7,13,-1,1,1,1,-2,1
628,3D6,15,11,11,10,12,11,2,0,0,0,1,0
629,3D6,3,9,9,7,14,6,-4,-1,-1,-2,2,-2
630,3D6,9,7,11,10,15,5,-1,-2,0,0,2,-3
631,3D6,15,14,10,9,13,15,2,2,0,-1,1,2
632,3D6,11,15,7,11,14,7,0,2,-2,0,2,-2
633,3D6,9,7,4,9,9,14,-1,-2,-3,-1,-1,2
634,3D6,7,9,12,10,13,11,-2,-1,1,0,1,0
635,3D6,8,14,12,12,14,6,-1,2,1,1,2,-2
636,3D6,12,8,13,9,9,12,1,-1,1,-1,-1,1
637,3D6,13,16,13,10,15,8,1,3,1,0,2,-1
638,3D6,13,8,10,10,12,13,1,-1,0,0,1,1
639,3D6,13,10,14,10,7,10,1,0,2,0,-2,0
640,3D6,7,11,13,11,8,12,-2,0,1,0,-1,1
641,3D6,8,16,8,10,6,11,-1,3,-1,0,-2,0
642,3D6,13,15,12,11,4,13,1,2,1,0,-3,1
643,3D6,7,8,7,10,11,9,-2,-1,-2,0,0,-1
644,3D6,8,10,6,13,11,12,-1,0,-2,1,0,1
645,3D6,11,11,10,12,11,12,0,0,0,1,0,1
646,3D6,9,12,12,9,3,14,-1,1,1,-1,-4,2
647,3D6,14,10,9,12,14,15,2,0,-1,1,2,2
648,3D6,16,4,16,9,7,13,3,-3,3,-1,-2,1
649,3D6,16,16,13,11,11,12,3,3,1,0,0,1
650,3D6,9,12,16,10,7,12,-1,1,3,0,-2,1
651,3D6,10,7,11,7,5,13,0,-2,0,-2,-3,1
652,3D6,16,7,13,16,9,14,3,-2,1,3,-1,2
653,3D6,12,9,12,5,10,10,1,-1,1,-3,0,0
654,3D6,13,12,11,13,8,9,1,1,0,1,-1,-1
655,3D6,10,11,5,8,13,10,0,0,-3,-1,1,0
656,3D6,4,10,8,8,8,11,-3,0,-1,-1,-1,0
657,3D6,11,11,10,10,13,8,0,0,0,0,1,-1
658,3D6,15,8,11,6,10,9,2,-1,0,-2,0,-1
659,3D6,11,8,11,11,13,14,0,-1,0,0,1,2
660,3D6,7,9,10,10,15,8,-2,-1,0,0,2,-1
661,3D6,11,12,11,8,9,8,0,1,0,-1,-1,-1
662,3D6,8,13,5,12,11,7,-1,1,-3,1,0,-2
663,3D6,11,6,10,4,11,14,0,-2,0,-3,0,2
664,3D6,8,6,12,14,9,8,-1,-2,1,2,-1,-1
665,3D6,13,4,11,9,10,9,1,-3,0,-1,0,-1
666,3D6,12,9,4,15,12,5,1,-1,-3,2,1,-3
667,3D6,9,14,13,12,5,9,-1,2,1,1,-3,-1
668,3D6,9,12,4,13,13,11,-1,1,-3,1,1,0
669,3D6,11,10,4,16,12,10,0,0,-3,3,1,0
670,3D6,11,14,14,13,9,9,0,2,2,1,-1,-1
671,3D6,10,13,12,14,6,15,0,1,1,2,-2,2
672,3D6,5,7,11,13,12,9,-3,-2,0,1,1,-1
673,3D6,14,10,7,15,15,7,2,0,-2,2,2,-2
674,3D6,15,9,13,11,10,17,2,-1,1,0,0,3
675,3D6,9,11,5,11,12,9,-1,0,-3,0,1,-1
676,3D6,12,13,8,14,15,10,1,1,-1,2,2,0
677,3D6,5,11,7,10,7,11,-3,0,-2,0,-2,0
678,3D6,12,7,10,9,11,9,1,-2,0,-1,0,-1
679,3D6,10,12,11,13,13,12,0,1,0,1,1,1
680,3D6,9,12,8,4,9,5,-1,1,-1,-3,-1,-3
681,3D6,14,8,10,9,14,9,2,-1,0,-1,2,-1
682,3D6,14,12,11,10,15,12,2,1,0,0,2,1
683,3D6,13,7,14,17,14,8,1,-2,2,3,2,-1
684,3D6,16,8,14,13,8,9,3,-1,2,1,-1,-1
685,3D6,7,13,13,8,12,9,-2,1,1,-1,1,-1
686,3D6,13,10,8,10,11,10,1,0,-1,0,0,0
687,3D6,12,6,11,8,11,11,1,-2,0,-1,0,0
688,3D6,10,13,14,11,8,11,0,1,2,0,-1,0
689,3D6,11,5,7,15,14,13,0,-3,-2,2,2,1
690,3D6,9,14,10,11,8,11,-1,2,0,0,-1,0
691,3D6,8,10,5,6,11,8,-1,0,-3,-2,0,-1
692,3D6,12,4,10,13,8,9,1,-3,0,1,-1,-1
693,3D6,10,14,14,15,5,13,0,2,2,2,-3,1
694,3D6,8,7,15,10,13,6,-1,-2,2,0,1,-2
695,3D6,6,16,13,14,14,16,-2,3,1,2,2,3
696,3D6,13,5,12,17,11,5,1,-3,1,3,0,-3
697,3D6,6,8,13,11,4,8,-2,-1,1,0,-3,-1
698,3D6,7,7,14,10,5,12,-2,-2,2,0,-3,1
699,3D6,15,7,5,16,14,10,2,-2,-3,3,2,0
700,3D6,8,6,14,15,7,11,-1,-2,2,2,-2,0
701,3D6,13,11,12,11,14,8,1,0,1,0,2,-1
702,3D6,10,12,12,10,13,8,0,1,1,0,1,-1
703,3D6,16,10,3,7,11,16,3,0,-4,-2,0,3
704,3D6,15,14,14,9,14,8,2,2,2,-1,2,-1
705,3D6,7,7,13,5,16,13,-2,-2,1,-3,3,1
706,3D6,6,10,13,8,7,11,-2,0,1,-1,-2,0
707,3D6,9,14,14,11,14,14,-1,2,2,0,2,2
708,3D6,10,12,10,7,11,6,0,1,0,-2,0,-2
709,3D6,10,9,9,12,14,6,0,-1,-1,1,2,-2
710,3D6,8,7,14,8,13,11,-1,-2,2,-1,1,0
711,3D6,9,13,7,11,12,18,-1,1,-2,0,1,4
712,3D6,8,16,9,5,9,12,-1,3,-1,-3,-1,1
713,3D6,13,18,8,7,5,11,1,4,-1,-2,-3,0
714,3D6,8,6,12,11,15,13,-1,-2,1,0,2,1
715,3D6,6,7,10,10,12,13,-2,-2,0,0,1,1
716,3D6,12,11,16,3,5,5,1,0,3,-4,-3,-3
717,3D6,8,12,10,9,8,11,-1,1,0,-1,-1,0
718,3D6,10,9,9,13,14,9,0,-1,-1,1,2,-1
719,3D6,14,9,9,8,6,7,2,-1,-1,-1,-2,-2
720,3D6,15,13,9,7,11,9,2,1,-1,-2,0,-1
721,3D6,8,11,9,16,10,8,-1,0,-1,3,0,-1
722,3D6,12,17,9,15,11,8,1,3,-1,2,0,-1
723,3D6,6,8,11,10,17,3,-2,-1,0,0,3,-4
724,3D6,11,16,11,9,10,8,0,3,0,-1,0,-1
725,3D6,7,9,9,7,9,9,-2,-1,-1,-2,-1,-1
726,3D6,12,16,15,12,10,4,1,3,2,1,0,-3
727,3D6,12,9,10,8,14,13,1,-1,0,-1,2,1
728,3D6,12,11,13,12,9,9,1,0,1,1,-1,-1
729,3D6,9,11,12,12,5,9,-1,0,1,1,-3,-1
730,3D6,11,11,16,13,12,9,0,0,3,1,1,-1
731,3D6,12,15,9,12,8,10,1,2,-1,1,-1,0
732,3D6,7,9,11,11,16,8,-2,-1,0,0,3,-1
733,3D6,8,10,13,11,11,11,-1,0,1,0,0,0
734,3D6,11,11,4,9,16,6,0,0,-3,-1,3,-2
735,3D6,6,10,10,10,10,12,-2,0,0,0,0,1
736,3D6,13,9,13,16,12,9,1,-1,1,3,1,-1
737,3D6,12,10,6,11,4,17,1,0,-2,0,-3,3
738,3D6,12,5,12,12,5,13,1,-3,1,1,-3,1
739,3D6,8,12,11,8,9,12,-1,1,0,-1,-1,1
740,3D6,9,10,13,12,9,7,-1,0,1,1,-1,-2
741,3D6,15,12,12,10,12,11,2,1,1,0,1,0
742,3D6,11,10,14,9,12,13,0,0,2,-1,1,1
743,3D6,4,7,10,11,11,10,-3,-2,0,0,0,0
744,3D6,9,9,15,10,9,10,-1,-1,2,0,-1,0
745,3D6,14,12,9,9,11,13,2,1,-1,-1,0,1
746,3D6,18,7,12,11,12,8,4,-2,1,0,1,-1
747,3D6,10,6,12,13,13,12,0,-2,1,1,1,1
748,3D6,7,7,5,9,10,8,-2,-2,-3,-1,0,-1
749,3D6,4,15,10,9,13,14,-3,2,0,-1,1,2
750,3D6,10,7,8,8,11,11,0,-2,-1,-1,0,0
751,3D6,7,6,9,7,11,9,-2,-2,-1,-2,0,-1
752,3D6,10,7,13,6,12,11,0,-2,1,-2,1,0
753,3D6,8,8,12,5,7,12,-1,-1,1,-3,-2,1
754,3D6,16,12,13,16,12,17,3,1,1,3,1,3
755,3D6,10,9,12,12,6,9,0,-1,1,1,-2,-1
756,3D6,10,6,11,8,8,9,0,-2,0,-1,-1,-1
757,3D6,11,11,12,4,6,10,0,0,1,-3,-2,0
758,3D6,11,12,10,8,9,9,0,1,0,-1,-1,-1
759,3D6,7,13,13,11,10,8,-2,1,1,0,0,-1
760,3D6,11,8,17,13,6,8,0,-1,3,1,-2,-1
761,3D6,6,9,14,13,9,13,-2,-1,2,1,-1,1
762,3D6,11,11,11,12,8,4,0,0,0,1,-1,-3
763,3D6,8,5,7,16,11,7,-1,-3,-2,3,0,-2
764,3D6,10,14,11,11,11,10,0,2,0,0,0,0
765,3D6,11,11,9,8,6,10,0,0,-1,-1,-2,0
766,3D6,5,8,7,7,11,8,-3,-1,-2,-2,0,-1
767,3D6,13,7,11,10,14,14,1,-2,0,0,2,2
768,3D6,15,12,8,13,13,12,2,1,-1,1,1,1
769,3D6,8,10,10,11,10,7,-1,0,0,0,0,-2
770,3D6,13,8,10,13,8,15,1,-1,0,1,-1,2
771,3D6,10,8,11,7,9,7,0,-1,0,-2,-1,-2
772,3D6,7,15,9,9,8,11,-2,2,-1,-1,-1,0
773,3D6,11,10,10,9,15,11,0,0,0,-1,2,0
774,3D6,15,13,11,9,8,9,2,1,0,-1,-1,-1
775,3D6,11,7,14,10,10,17,0,-2,2,0,0,3
776,3D6,10,13,9,11,12,8,0,1,-1,0,1,-1
777,3D6,7,12,13,16,7,7,-2,1,1,3,-2,-2
778,3D6,3,16,12,11,17,12,-4,3,1,0,3,1
779,3D6,9,8,11,17,9,16,-1,-1,0,3,-1,3
780,3D6,10,5,12,9,7,11,0,-3,1,-1,-2,0
781,3D6,10,11,9,11,9,10,0,0,-1,0,-1,0
782,3D6,9,6,7,12,11,12,-1,-2,-2,1,0,1
783,3D6,17,9,15,11,11,5,3,-1,2,0,0,-3
784,3D6,14,8,7,7,12,7,2,-1,-2,-2,1,-2
785,3D6,11,9,10,9,14,7,0,-1,0,-1,2,-2
786,3D6,7,11,8,13,9,9,-2,0,-1,1,-1,-1
787,3D6,8,10,5,8,7,14,-1,0,-3,-1,-2,2
788,3D6,16,11,12,10,8,13,3,0,1,0,-1,1
789,3D6,16,10,14,10,13,4,3,0,2,0,1,-3
790,3D6,11,14,7,9,10,13,0,2,-2,-1,0,1
791,3D6,14,10,8,6,9,8,2,0,-1,-2,-1,-1
792,3D6,13,10,9,8,11,13,1,0,-1,-1,0,1
793,3D6,10,9,9,12,14,15,0,-1,-1,1,2,2
794,3D6,9,8,18,10,8,9,-1,-1,4,0,-1,-1
795,3D6,12,13,4,15,12,5,1,1,-3,2,1,-3
796,3D6,12,4,10,11,13,15,1,-3,0,0,1,2
797,3D6,6,11,5,8,12,9,-2,0,-3,-1,1,-1
798,3D6,12,5,8,7,9,13,1,-3,-1,-2,-1,1
799,3D6,11,5,11,11,8,7,0,-3,0,0,-1,-2
800,3D6,13,10,10,12,14,17,1,0,0,1,2,3
801,3D6,13,9,4,7,14,16,1,-1,-3,-2,2,3
802,3D6,8,11,5,8,6,8,-1,0,-3,-1,-2,-1
803,3D6,15,10,8,3,10,6,2,0,-1,-4,0,-2
804,3D6,6,7,10,10,6,13,-2,-2,0,0,-2,1
805,3D6,9,12,9,9,13,6,-1,1,-1,-1,1,-2
806,3D6,13,12,10,3,11,12,1,1,0,-4,0,1
807,3D6,9,8,14,14,11,9,-1,-1,2,2,0,-1
808,3D6,12,10,7,11,8,9,1,0,-2,0,-1,-1
809,3D6,3,12,7,12,12,15,-4,1,-2,1,1,2
810,3D6,8,17,11,5,12,8,-1,3,0,-3,1,-1
811,3D6,11,8,13,13,16,15,0,-1,1,1,3,2
812,3D6,14,7,9,8,9,10,2,-2,-1,-1,-1,0
813,3D6,12,11,10,13,10,13,1,0,0,1,0,1
814,3D6,13,14,12,12,10,10,1,2,1,1,0,0
815,3D6,13,16,13,7,8,13,1,3,1,-2,-1,1
816,3D6,8,15,9,9,11,11,-1,2,-1,-1,0,0
817,3D6,10,11,16,3,7,13,0,0,3,-4,-2,1
818,3D6,11,7,11,12,13,8,0,-2,0,1,1,-1
819,3D6,9,12,11,11,13,7,-1,1,0,0,1,-2
820,3D6,6,7,7,5,9,13,-2,-2,-2,-3,-1,1
821,3D6,9,11,7,13,8,16,-1,0,-2,1,-1,3
822,3D6,12,12,15,11,16,10,1,1,2,0,3,0
823,3D6,15,12,10,17,7,13,2,1,0,3,-2,1
824,3D6,5,8,10,9,9,13,-3,-1,0,-1,-1,1
825,3D6,14,6,12,10,8,15,2,-2,1,0,-1,2
826,3D6,14,13,13,18,16,13,2,1,1,4,3,1
827,3D6,9,8,15,13,8,5,-1,-1,2,1,-1,-3
828,3D6,15,14,5,9,9,9,2,2,-3,-1,-1,-1
829,3D6,14,12,9,11,6,10,2,1,-1,0,-2,0
830,3D6,11,9,6,13,14,11,0,-1,-2,1,2,0
831,3D6,7,9,10,12,10,9,-2,-1,0,1,0,-1
832,3D6,13,9,9,11,9,6,1,-1,-1,0,-1,-2
833,3D6,11,4,13,14,11,11,0,-3,1,2,0,0
834,3D6,11,10,10,12,12,6,0,0,0,1,1,-2
835,3D6,13,15,8,16,13,12,1,2,-1,3,1,1
836,3D6,6,11,9,11,13,4,-2,0,-1,0,1,-3
837,3D6,10,9,12,10,12,13,0,-1,1,0,1,1
838,3D6,15,7,4,11,12,12,2,-2,-3,0,1,1
839,3D6,11,13,7,13,10,11,0,1,-2,1,0,0
840,3D6,11,15,13,10,7,10,0,2,1,0,-2,0
841,3D6,10,7,11,7,9,8,0,-2,0,-2,-1,-1
842,3D6,9,13,12,9,9,8,-1,1,1,-1,-1,-1
843,3D6,10,5,10,7,9,10,0,-3,0,-2,-1,0
844,3D6,12,5,6,9,7,11,1,-3,-2,-1,-2,0
845,3D6,13,10,7,10,12,11,1,0,-2,0,1,0
846,3D6,9,12,11,11,13,8,-1,1,0,0,1,-1
847,3D6,12,9,7,12,12,9,1,-1,-2,1,1,-1
848,3D6,13,8,10,13,14,11,1,-1,0,1,2,0
849,3D6,17,16,11,8,9,11,3,3,0,-1,-1,0
850,3D6,7,14,8,8,6,17,-2,2,-1,-1,-2,3
851,3D6,4,13,9,11,4,12,-3,1,-1,0,-3,1
852,3D6,10,5,12,9,12,8,0,-3,1,-1,1,-1
853,3D6,14,10,15,10,6,6,2,0,2,0,-2,-2
854,3D6,8,8,8,10,14,12,-1,-1,-1,0,2,1
855,3D6,7,16,15,11,6,11,-2,3,2,0,-2,0
856,3D6,10,8,17,12,9,10,0,-1,3,1,-1,0
857,3D6,6,9,11,9,12,11,-2,-1,0,-1,1,0
858,3D6,11,10,11,13,9,12,0,0,0,1,-1,1
859,3D6,8,16,9,13,11,10,-1,3,-1,1,0,0
860,3D6,10,17,11,12,12,15,0,3,0,1,1,2
